AvgMeanTime/1000 act (ms), Sever InnerTime
24.602819,0.189214
22.406522,0.155713
11.264093,0.150363
21.942942,0.153803
23.062386,0.158692
11.31272,0.157702
11.757444,0.15783
21.687573,0.158674
11.356708,
