AvgMeanTime/1000 act (ms), Sever InnerTime
13.256117,0.188789
12.20571,0.15308
21.808037,0.143027
27.232009,0.152844
16.639837,0.157539
26.786265,0.150375
12.431708,0.147418
14.191111,0.155007
